_topic_,_term_,_role_,_weight_
trust,journeyman,,0.5
joy,jovial,,0.5
positive,jovial,,0.5
joy,joy,,0.5
positive,joy,,0.5
joy,joyful,,0.5
positive,joyful,,0.5
trust,joyful,,0.5
joy,joyous,,0.5
positive,joyous,,0.5
joy,jubilant,,0.5
positive,jubilant,,0.5
surprise,jubilant,,0.5
trust,jubilant,,0.5
joy,jubilee,,0.5
positive,jubilee,,0.5
surprise,jubilee,,0.5
surprise,judgment,,0.5
anticipation,judicial,,0.5
positive,judicial,,0.5
trust,judicial,,0.5
anticipation,judiciary,,0.5
trust,judiciary,,0.5
positive,judicious,,0.5
trust,judicious,,0.5
negative,jumble,,0.5
joy,jump,,0.5
positive,jump,,0.5
fear,jungle,,0.5
negative,junk,,0.5
negative,junta,,0.5
sadness,jurisprudence,,0.5
trust,jurist,,0.5
trust,jury,,0.5
positive,justice,,0.5
trust,justice,,0.5
positive,justifiable,,0.5
trust,justifiable,,0.5
positive,justification,,0.5
negative,juvenile,,0.5
positive,keepsake,,0.5
positive,ken,,0.5
sadness,kennel,,0.5
negative,kern,,0.5
fear,kerosene,,0.5
positive,keynote,,0.5
positive,keystone,,0.5
fear,khan,,0.5
trust,khan,,0.5
anger,kick,,0.5
negative,kick,,0.5
anger,kicking,,0.5
anger,kidnap,,0.5
fear,kidnap,,0.5
negative,kidnap,,0.5
sadness,kidnap,,0.5
surprise,kidnap,,0.5
fear,kill,,0.5
negative,kill,,0.5
sadness,kill,,0.5
anger,killing,,0.5
fear,killing,,0.5
negative,killing,,0.5
sadness,killing,,0.5
joy,kind,,0.5
positive,kind,,0.5
trust,kind,,0.5
positive,kindness,,0.5
anticipation,kindred,,0.5
joy,kindred,,0.5
positive,kindred,,0.5
trust,kindred,,0.5
positive,king,,0.5
anticipation,kiss,,0.5
joy,kiss,,0.5
positive,kiss,,0.5
surprise,kiss,,0.5
disgust,kite,,0.5
negative,kite,,0.5
joy,kitten,,0.5
positive,kitten,,0.5
trust,kitten,,0.5
positive,knack,,0.5
fear,knell,,0.5
negative,knell,,0.5
sadness,knell,,0.5
trust,knickers,,0.5
positive,knight,,0.5
negative,knotted,,0.5
positive,knowing,,0.5
positive,knowledge,,0.5
joy,kudos,,0.5
positive,kudos,,0.5
trust,label,,0.5
anticipation,labor,,0.5
joy,labor,,0.5
positive,labor,,0.5
surprise,labor,,0.5
trust,labor,,0.5
negative,labored,,0.5
sadness,labored,,0.5
negative,laborious,,0.5
anticipation,labyrinth,,0.5
negative,labyrinth,,0.5
anger,lace,,0.5
fear,lace,,0.5
negative,lace,,0.5
positive,lace,,0.5
sadness,lace,,0.5
trust,lace,,0.5
negative,lack,,0.5
negative,lacking,,0.5
negative,lackluster,,0.5
negative,laden,,0.5
negative,lag,,0.5
anger,lagging,,0.5
anticipation,lagging,,0.5
disgust,lagging,,0.5
negative,lagging,,0.5
sadness,lagging,,0.5
negative,lair,,0.5
joy,lamb,,0.5
positive,lamb,,0.5
trust,lamb,,0.5
disgust,lament,,0.5
fear,lament,,0.5
negative,lament,,0.5
sadness,lament,,0.5
sadness,lamenting,,0.5
positive,land,,0.5
positive,landed,,0.5
trust,landmark,,0.5
fear,landslide,,0.5
negative,landslide,,0.5
sadness,landslide,,0.5
negative,languid,,0.5
negative,languish,,0.5
fear,languishing,,0.5
negative,languishing,,0.5
sadness,languishing,,0.5
negative,lapse,,0.5
disgust,larceny,,0.5
negative,larceny,,0.5
disgust,larger,,0.5
surprise,larger,,0.5
trust,larger,,0.5
positive,laser,,0.5
trust,laser,,0.5
anger,lash,,0.5
fear,lash,,0.5
negative,lash,,0.5
negative,late,,0.5
sadness,late,,0.5
negative,lateness,,0.5
anger,latent,,0.5
anticipation,latent,,0.5
disgust,latent,,0.5
negative,latent,,0.5
surprise,latent,,0.5
disgust,latrines,,0.5
negative,latrines,,0.5
positive,laudable,,0.5
joy,laugh,,0.5
positive,laugh,,0.5
surprise,laugh,,0.5
disgust,laughable,,0.5
negative,laughable,,0.5
joy,laughing,,0.5
positive,laughing,,0.5
anticipation,laughter,,0.5
joy,laughter,,0.5
positive,laughter,,0.5
surprise,laughter,,0.5
anticipation,launch,,0.5
positive,launch,,0.5
positive,laureate,,0.5
trust,laureate,,0.5
positive,laurel,,0.5
joy,laurels,,0.5
positive,laurels,,0.5
anger,lava,,0.5
fear,lava,,0.5
negative,lava,,0.5
disgust,lavatory,,0.5
positive,lavish,,0.5
trust,law,,0.5
positive,lawful,,0.5
trust,lawful,,0.5
anger,lawlessness,,0.5
fear,lawlessness,,0.5
negative,lawlessness,,0.5
anger,lawsuit,,0.5
disgust,lawsuit,,0.5
fear,lawsuit,,0.5
negative,lawsuit,,0.5
sadness,lawsuit,,0.5
surprise,lawsuit,,0.5
anger,lawyer,,0.5
disgust,lawyer,,0.5
fear,lawyer,,0.5
negative,lawyer,,0.5
negative,lax,,0.5
sadness,lax,,0.5
disgust,laxative,,0.5
fear,laxative,,0.5
negative,laxative,,0.5
negative,lazy,,0.5
positive,lead,,0.5
positive,leader,,0.5
trust,leader,,0.5
trust,leading,,0.5
positive,league,,0.5
negative,leak,,0.5
negative,leakage,,0.5
negative,leaky,,0.5
trust,leaning,,0.5
positive,learn,,0.5
positive,learning,,0.5
negative,leave,,0.5
sadness,leave,,0.5
surprise,leave,,0.5
positive,lecturer,,0.5
negative,leech,,0.5
disgust,leeches,,0.5
fear,leeches,,0.5
negative,leeches,,0.5
disgust,leer,,0.5
negative,leer,,0.5
surprise,leery,,0.5
positive,leeway,,0.5
positive,legal,,0.5
trust,legal,,0.5
anger,legalized,,0.5
fear,legalized,,0.5
joy,legalized,,0.5
positive,legalized,,0.5
trust,legalized,,0.5
positive,legendary,,0.5
positive,legibility,,0.5
positive,legible,,0.5
trust,legislator,,0.5
trust,legislature,,0.5
trust,legitimacy,,0.5
anticipation,leisure,,0.5
joy,leisure,,0.5
positive,leisure,,0.5
surprise,leisure,,0.5
trust,leisure,,0.5
positive,leisurely,,0.5
positive,lemma,,0.5
disgust,lemon,,0.5
negative,lemon,,0.5
trust,lender,,0.5
positive,lenient,,0.5
disgust,leprosy,,0.5
fear,leprosy,,0.5
negative,leprosy,,0.5
sadness,leprosy,,0.5
disgust,lesbian,,0.5
negative,lesbian,,0.5
sadness,lesbian,,0.5
anticipation,lessen,,0.5
negative,lessen,,0.5
disgust,lesser,,0.5
negative,lesser,,0.5
anticipation,lesson,,0.5
positive,lesson,,0.5
trust,lesson,,0.5
disgust,lethal,,0.5
fear,lethal,,0.5
negative,lethal,,0.5
sadness,lethal,,0.5
negative,lethargy,,0.5
sadness,lethargy,,0.5
anticipation,letter,,0.5
anticipation,lettered,,0.5
positive,lettered,,0.5
trust,lettered,,0.5
anger,leukemia,,0.5
fear,leukemia,,0.5
negative,leukemia,,0.5
sadness,leukemia,,0.5
trust,levee,,0.5
positive,level,,0.5
trust,level,,0.5
positive,leverage,,0.5
negative,levy,,0.5
disgust,lewd,,0.5
negative,lewd,,0.5
negative,liaison,,0.5
disgust,liar,,0.5
negative,liar,,0.5
anger,libel,,0.5
fear,libel,,0.5
negative,libel,,0.5
trust,libel,,0.5
negative,liberal,,0.5
positive,liberal,,0.5
anger,liberate,,0.5
anticipation,liberate,,0.5
joy,liberate,,0.5
positive,liberate,,0.5
surprise,liberate,,0.5
trust,liberate,,0.5
anticipation,liberation,,0.5
joy,liberation,,0.5
positive,liberation,,0.5
surprise,liberation,,0.5
anticipation,liberty,,0.5
joy,liberty,,0.5
positive,liberty,,0.5
surprise,liberty,,0.5
trust,liberty,,0.5
positive,library,,0.5
disgust,lick,,0.5
negative,lick,,0.5
anger,lie,,0.5
disgust,lie,,0.5
negative,lie,,0.5
sadness,lie,,0.5
trust,lieutenant,,0.5
positive,lifeblood,,0.5
fear,lifeless,,0.5
negative,lifeless,,0.5
sadness,lifeless,,0.5
positive,lighthouse,,0.5
anger,lightning,,0.5
fear,lightning,,0.5
surprise,lightning,,0.5
joy,liking,,0.5
positive,liking,,0.5
trust,liking,,0.5
anger,limited,,0.5
negative,limited,,0.5
sadness,limited,,0.5
negative,limp,,0.5
fear,lines,,0.5
anticipation,linger,,0.5
positive,linguist,,0.5
trust,linguist,,0.5
negative,lint,,0.5
fear,lion,,0.5
positive,lion,,0.5
anger,liquor,,0.5
joy,liquor,,0.5
negative,liquor,,0.5
sadness,liquor,,0.5
negative,listless,,0.5
sadness,listless,,0.5
positive,lithe,,0.5
negative,litigant,,0.5
anger,litigate,,0.5
anticipation,litigate,,0.5
disgust,litigate,,0.5
fear,litigate,,0.5
negative,litigate,,0.5
sadness,litigate,,0.5
negative,litigation,,0.5
anger,litigious,,0.5
disgust,litigious,,0.5
negative,litigious,,0.5
negative,litter,,0.5
anger,livid,,0.5
disgust,livid,,0.5
negative,livid,,0.5
negative,loaf,,0.5
negative,loafer,,0.5
anger,loath,,0.5
negative,loath,,0.5
anger,loathe,,0.5
disgust,loathe,,0.5
negative,loathe,,0.5
disgust,loathing,,0.5
negative,loathing,,0.5
anger,loathsome,,0.5
disgust,loathsome,,0.5
negative,loathsome,,0.5
negative,lobbyist,,0.5
anticipation,localize,,0.5
fear,lockup,,0.5
negative,lockup,,0.5
sadness,lockup,,0.5
fear,locust,,0.5
negative,locust,,0.5
trust,lodging,,0.5
negative,lofty,,0.5
positive,logical,,0.5
sadness,lone,,0.5
fear,loneliness,,0.5
negative,loneliness,,0.5
sadness,loneliness,,0.5
anger,lonely,,0.5
disgust,lonely,,0.5
fear,lonely,,0.5
negative,lonely,,0.5
sadness,lonely,,0.5
negative,lonesome,,0.5
sadness,lonesome,,0.5
anticipation,long,,0.5
positive,longevity,,0.5
anticipation,longing,,0.5
sadness,longing,,0.5
disgust,loo,,0.5
negative,loo,,0.5
anticipation,loom,,0.5
fear,loom,,0.5
negative,loom,,0.5
disgust,loon,,0.5
negative,loon,,0.5
negative,loony,,0.5
negative,loot,,0.5
disgust,lord,,0.5
negative,lord,,0.5
positive,lord,,0.5
trust,lord,,0.5
positive,lordship,,0.5
anger,lose,,0.5
disgust,lose,,0.5
fear,lose,,0.5
negative,lose,,0.5
sadness,lose,,0.5
surprise,lose,,0.5
anger,losing,,0.5
negative,losing,,0.5
sadness,losing,,0.5
anger,loss,,0.5
fear,loss,,0.5
negative,loss,,0.5
sadness,loss,,0.5
negative,lost,,0.5
sadness,lost,,0.5
anticipation,lottery,,0.5
anger,loudness,,0.5
negative,loudness,,0.5
negative,lounge,,0.5
disgust,louse,,0.5
negative,louse,,0.5
joy,lovable,,0.5
positive,lovable,,0.5
trust,lovable,,0.5
joy,love,,0.5
positive,love,,0.5
anticipation,lovely,,0.5
joy,lovely,,0.5
positive,lovely,,0.5
sadness,lovely,,0.5
surprise,lovely,,0.5
trust,lovely,,0.5
joy,lovemaking,,0.5
positive,lovemaking,,0.5
trust,lovemaking,,0.5
anticipation,lover,,0.5
joy,lover,,0.5
positive,lover,,0.5
trust,lover,,0.5
joy,loving,,0.5
positive,loving,,0.5
trust,loving,,0.5
negative,lower,,0.5
sadness,lower,,0.5
negative,lowering,,0.5
negative,lowest,,0.5
sadness,lowest,,0.5
negative,lowlands,,0.5
negative,lowly,,0.5
sadness,lowly,,0.5
fear,loyal,,0.5
joy,loyal,,0.5
positive,loyal,,0.5
surprise,loyal,,0.5
trust,loyal,,0.5
positive,loyalty,,0.5
trust,loyalty,,0.5
anticipation,luck,,0.5
joy,luck,,0.5
positive,luck,,0.5
surprise,luck,,0.5
joy,lucky,,0.5
positive,lucky,,0.5
surprise,lucky,,0.5
negative,ludicrous,,0.5
anticipation,lull,,0.5
negative,lumbering,,0.5
negative,lump,,0.5
disgust,lumpy,,0.5
negative,lumpy,,0.5
anger,lunacy,,0.5
disgust,lunacy,,0.5
fear,lunacy,,0.5
negative,lunacy,,0.5
sadness,lunacy,,0.5
anger,lunatic,,0.5
disgust,lunatic,,0.5
fear,lunatic,,0.5
negative,lunatic,,0.5
surprise,lunge,,0.5
negative,lurch,,0.5
negative,lure,,0.5
disgust,lurid,,0.5
negative,lurid,,0.5
negative,lurk,,0.5
negative,lurking,,0.5
anticipation,luscious,,0.5
joy,luscious,,0.5
positive,luscious,,0.5
disgust,lush,,0.5
negative,lush,,0.5
sadness,lush,,0.5
anticipation,lust,,0.5
negative,lust,,0.5
joy,luster,,0.5
positive,luster,,0.5
negative,lustful,,0.5
positive,lustrous,,0.5
disgust,lusty,,0.5
positive,luxuriant,,0.5
joy,luxurious,,0.5
positive,luxurious,,0.5
joy,luxury,,0.5
positive,luxury,,0.5
anger,lying,,0.5
disgust,lying,,0.5
negative,lying,,0.5
anger,lynch,,0.5
disgust,lynch,,0.5
fear,lynch,,0.5
negative,lynch,,0.5
sadness,lynch,,0.5
joy,lyre,,0.5
positive,lyre,,0.5
joy,lyrical,,0.5
positive,lyrical,,0.5
fear,mace,,0.5
negative,mace,,0.5
trust,machine,,0.5
anger,mad,,0.5
disgust,mad,,0.5
fear,mad,,0.5
negative,mad,,0.5
sadness,mad,,0.5
anger,madden,,0.5
fear,madden,,0.5
negative,madden,,0.5
anger,madman,,0.5
fear,madman,,0.5
negative,madman,,0.5
anger,madness,,0.5
fear,madness,,0.5
negative,madness,,0.5
fear,mafia,,0.5
negative,mafia,,0.5
fear,mage,,0.5
disgust,maggot,,0.5
negative,maggot,,0.5
anticipation,magical,,0.5
joy,magical,,0.5
positive,magical,,0.5
surprise,magical,,0.5
surprise,magician,,0.5
positive,magnet,,0.5
trust,magnet,,0.5
positive,magnetism,,0.5
positive,magnetite,,0.5
anticipation,magnificence,,0.5
joy,magnificence,,0.5
positive,magnificence,,0.5
trust,magnificence,,0.5
anticipation,magnificent,,0.5
joy,magnificent,,0.5
positive,magnificent,,0.5
surprise,magnificent,,0.5
trust,magnificent,,0.5
positive,maiden,,0.5
anticipation,mail,,0.5
positive,main,,0.5
positive,mainstay,,0.5
trust,mainstay,,0.5
trust,maintenance,,0.5
anticipation,majestic,,0.5
joy,majestic,,0.5
positive,majestic,,0.5
surprise,majestic,,0.5
trust,majestic,,0.5
positive,majesty,,0.5
trust,majesty,,0.5
positive,major,,0.5
joy,majority,,0.5
positive,majority,,0.5
trust,majority,,0.5
negative,makeshift,,0.5
negative,malady,,0.5
negative,malaise,,0.5
sadness,malaise,,0.5
disgust,malaria,,0.5
fear,malaria,,0.5
negative,malaria,,0.5
sadness,malaria,,0.5
anger,malevolent,,0.5
disgust,malevolent,,0.5
fear,malevolent,,0.5
negative,malevolent,,0.5
sadness,malevolent,,0.5
disgust,malfeasance,,0.5
negative,malfeasance,,0.5
negative,malformation,,0.5
anger,malice,,0.5
fear,malice,,0.5
negative,malice,,0.5
anger,malicious,,0.5
disgust,malicious,,0.5
fear,malicious,,0.5
negative,malicious,,0.5
sadness,malicious,,0.5
anger,malign,,0.5
disgust,malign,,0.5
negative,malign,,0.5
fear,malignancy,,0.5
negative,malignancy,,0.5
sadness,malignancy,,0.5
anger,malignant,,0.5
fear,malignant,,0.5
negative,malignant,,0.5
anger,malpractice,,0.5
negative,malpractice,,0.5
trust,mamma,,0.5
positive,manage,,0.5
trust,manage,,0.5
positive,management,,0.5
trust,management,,0.5
fear,mandamus,,0.5
negative,mandamus,,0.5
positive,mandarin,,0.5
trust,mandarin,,0.5
disgust,mange,,0.5
fear,mange,,0.5
negative,mange,,0.5
anger,mangle,,0.5
disgust,mangle,,0.5
fear,mangle,,0.5
negative,mangle,,0.5
sadness,mangle,,0.5
positive,manhood,,0.5
negative,mania,,0.5
anger,maniac,,0.5
fear,maniac,,0.5
negative,maniac,,0.5
negative,maniacal,,0.5
fear,manifestation,,0.5
positive,manifested,,0.5
negative,manipulate,,0.5
anger,manipulation,,0.5
fear,manipulation,,0.5
negative,manipulation,,0.5
positive,manly,,0.5
positive,manna,,0.5
positive,mannered,,0.5
positive,manners,,0.5
anger,manslaughter,,0.5
disgust,manslaughter,,0.5
fear,manslaughter,,0.5
negative,manslaughter,,0.5
sadness,manslaughter,,0.5
surprise,manslaughter,,0.5
trust,manual,,0.5
positive,manufacturer,,0.5
disgust,manure,,0.5
negative,manure,,0.5
negative,mar,,0.5
positive,march,,0.5
negative,margin,,0.5
sadness,margin,,0.5
trust,marine,,0.5
positive,marked,,0.5
positive,marketable,,0.5
negative,maroon,,0.5
positive,marquis,,0.5
anticipation,marriage,,0.5
joy,marriage,,0.5
positive,marriage,,0.5
trust,marriage,,0.5
joy,marrow,,0.5
positive,marrow,,0.5
trust,marrow,,0.5
anticipation,marry,,0.5
fear,marry,,0.5
joy,marry,,0.5
positive,marry,,0.5
surprise,marry,,0.5
trust,marry,,0.5
positive,marshal,,0.5
trust,marshal,,0.5
anger,martial,,0.5
negative,martingale,,0.5
fear,martyr,,0.5
negative,martyr,,0.5
sadness,martyr,,0.5
fear,martyrdom,,0.5
negative,martyrdom,,0.5
sadness,martyrdom,,0.5
positive,marvel,,0.5
surprise,marvel,,0.5
joy,marvelous,,0.5
positive,marvelous,,0.5
joy,marvelously,,0.5
positive,marvelously,,0.5
positive,masculine,,0.5
anger,masochism,,0.5
disgust,masochism,,0.5
fear,masochism,,0.5
negative,masochism,,0.5
anger,massacre,,0.5
disgust,massacre,,0.5
fear,massacre,,0.5
negative,massacre,,0.5
sadness,massacre,,0.5
joy,massage,,0.5
positive,massage,,0.5
positive,master,,0.5
joy,masterpiece,,0.5
positive,masterpiece,,0.5
anger,mastery,,0.5
joy,mastery,,0.5
positive,mastery,,0.5
trust,mastery,,0.5
anticipation,matchmaker,,0.5
positive,mate,,0.5
trust,mate,,0.5
negative,materialism,,0.5
disgust,materialist,,0.5
negative,materialist,,0.5
anticipation,maternal,,0.5
negative,maternal,,0.5
positive,maternal,,0.5
trust,mathematical,,0.5
anticipation,matrimony,,0.5
joy,matrimony,,0.5
positive,matrimony,,0.5
trust,matrimony,,0.5
positive,matron,,0.5
trust,matron,,0.5
sadness,mausoleum,,0.5
trust,maxim,,0.5
positive,maximum,,0.5
positive,mayor,,0.5
positive,meadow,,0.5
negative,meandering,,0.5
negative,meaningless,,0.5
sadness,meaningless,,0.5
disgust,measles,,0.5
fear,measles,,0.5
negative,measles,,0.5
sadness,measles,,0.5
trust,measure,,0.5
positive,measured,,0.5
trust,measured,,0.5
anticipation,medal,,0.5
joy,medal,,0.5
positive,medal,,0.5
surprise,medal,,0.5
trust,medal,,0.5
anger,meddle,,0.5
negative,meddle,,0.5
anticipation,mediate,,0.5
positive,mediate,,0.5
trust,mediate,,0.5
positive,mediation,,0.5
anticipation,mediator,,0.5
positive,mediator,,0.5
trust,mediator,,0.5
anticipation,medical,,0.5
fear,medical,,0.5
positive,medical,,0.5
trust,medical,,0.5
negative,mediocre,,0.5
negative,mediocrity,,0.5
anticipation,meditate,,0.5
joy,meditate,,0.5
positive,meditate,,0.5
trust,meditate,,0.5
positive,mediterranean,,0.5
positive,medley,,0.5
sadness,meek,,0.5
negative,melancholic,,0.5
sadness,melancholic,,0.5
negative,melancholy,,0.5
sadness,melancholy,,0.5
fear,melee,,0.5
negative,melee,,0.5
anger,melodrama,,0.5
negative,melodrama,,0.5
sadness,melodrama,,0.5
negative,meltdown,,0.5
sadness,meltdown,,0.5
positive,memento,,0.5
joy,memorable,,0.5
positive,memorable,,0.5
surprise,memorable,,0.5
trust,memorable,,0.5
sadness,memorials,,0.5
anger,menace,,0.5
fear,menace,,0.5
negative,menace,,0.5
anger,menacing,,0.5
fear,menacing,,0.5
negative,menacing,,0.5
positive,mending,,0.5
negative,menial,,0.5
positive,menses,,0.5
positive,mentor,,0.5
trust,mentor,,0.5
fear,mercenary,,0.5
negative,mercenary,,0.5
trust,merchant,,0.5
positive,merciful,,0.5
fear,merciless,,0.5
negative,merciless,,0.5
positive,mercy,,0.5
anticipation,merge,,0.5
positive,merge,,0.5
positive,merit,,0.5
trust,merit,,0.5
joy,meritorious,,0.5
positive,meritorious,,0.5
trust,meritorious,,0.5
joy,merriment,,0.5
positive,merriment,,0.5
surprise,merriment,,0.5
joy,merry,,0.5
positive,merry,,0.5
disgust,mess,,0.5
negative,mess,,0.5
trust,messenger,,0.5
disgust,messy,,0.5
negative,messy,,0.5
negative,metastasis,,0.5
negative,methanol,,0.5
positive,metropolitan,,0.5
positive,mettle,,0.5
trust,microscope,,0.5
positive,microscopy,,0.5
anticipation,midwife,,0.5
joy,midwife,,0.5
negative,midwife,,0.5
positive,midwife,,0.5
trust,midwife,,0.5
positive,midwifery,,0.5
anger,mighty,,0.5
fear,mighty,,0.5
joy,mighty,,0.5
positive,mighty,,0.5
trust,mighty,,0.5
disgust,mildew,,0.5
negative,mildew,,0.5
fear,military,,0.5
anger,militia,,0.5
fear,militia,,0.5
negative,militia,,0.5
sadness,militia,,0.5
anticipation,mill,,0.5
positive,mime,,0.5
negative,mimicry,,0.5
surprise,mimicry,,0.5
positive,mindful,,0.5
positive,mindfulness,,0.5
negative,minimize,,0.5
negative,minimum,,0.5
joy,ministry,,0.5
positive,ministry,,0.5
trust,ministry,,0.5
